AVG_MONTHLY_HRS,DEPT_ID,FILED_COMPLAINT,LAST_EVALUATION,N_PROJECTS,RECENTLY_PROMOTED,SALARY,SATISFACTION,STATUS,TENURE,EMPLOYEE_ID,DEPT_NAME,DEPT_HEAD
129,D00-IT,0,0.520365,2,0,low,0.383167,Left,3,110337,IT,Henry Adey
233,D00-SS,0,0.943767,4,0,low,0.875601,Left,5,113122,Sales,Edward J Bayley
282,D00-PD,0,0.981291,6,0,medium,0.0635893,Left,4,128811,Product,Darcy Staines
229,D00-SP,0,0.890077,5,0,low,0.705279,Left,6,120391,Support,Amelia Westray
151,D00-ENG,0,0.512634,2,0,medium,0.42077,Left,3,129087,Engineering,Sushant Raghunathan K
264,D00-ENG,0,0.936961,6,0,medium,0.115703,Left,4,122644,Engineering,Sushant Raghunathan K
307,D00-ENG,0,0.964007,6,0,low,0.0736347,Left,4,118785,Engineering,Sushant Raghunathan K
128,D00-SS,0,0.50688,2,0,medium,0.350619,Left,3,120106,Sales,Edward J Bayley
304,D00-FN,0,0.752813,6,0,low,0.149784,Left,4,121184,Finance,Aanchal J
253,D00-ENG,0,1,4,0,low,0.848656,Left,5,126215,Engineering,Sushant Raghunathan K
287,D00-SS,0,0.863815,7,0,low,0.125144,Left,4,120461,Sales,Edward J Bayley
263,D00-ENG,0,0.452666,7,0,medium,0.573935,Left,4,110820,Engineering,Sushant Raghunathan K
286,D00-PD,0,0.852792,6,0,low,0.0702726,Left,4,128126,Product,Darcy Staines
158,D00-ENG,1,0.641864,4,0,low,0.150043,Left,4,110339,Engineering,Sushant Raghunathan K
136,D00-SP,0,0.734583,2,0,low,0.386425,Left,3,110800,Support,Amelia Westray
242,D00-SP,0,1,4,0,low,0.906017,Left,6,128129,Support,Amelia Westray
247,D00-IT,0,0.824365,6,0,medium,0.156075,Left,4,119303,IT,Henry Adey
251,D00-SS,0,0.841507,5,0,low,0.756091,Left,5,114222,Sales,Edward J Bayley
131,D00-SS,0,0.480686,2,0,low,0.37823,Left,3,129443,Sales,Edward J Bayley
260,D00-SS,0,1,5,0,low,0.906356,Left,5,122491,Sales,Edward J Bayley
252,D00-PD,0,0.782426,6,0,low,0.104282,Left,4,116433,Product,Darcy Staines
243,D00-ENG,0,0.947456,5,0,medium,0.882681,Left,5,126657,Engineering,Sushant Raghunathan K
226,D00-MT,0,0.954819,5,0,low,0.858074,Left,6,113385,Marketing,Reuben Swann
298,D00-SS,0,0.911356,6,0,low,0.0976519,Left,4,128236,Sales,Edward J Bayley
238,D00-IT,0,0.864173,5,0,low,0.876918,Left,5,114998,IT,Henry Adey
158,D00-FN,0,0.5681,2,0,medium,0.422637,Left,3,122461,Finance,Aanchal J
268,D00-IT,0,0.842616,6,0,medium,0.175877,Left,4,121116,IT,Henry Adey
258,D00-MN,0,0.867978,6,0,low,0.0846407,Left,4,115539,Management,Ellie Trafton
232,D00-SS,0,0.870611,5,0,low,0.188023,Left,3,127205,Sales,Edward J Bayley
131,D00-FN,0,0.539249,2,0,medium,0.488345,Left,3,112037,Finance,Aanchal J
287,D00-FN,0,0.880397,6,0,medium,0.0849117,Left,4,119566,Finance,Aanchal J
267,D00-SS,0,0.812482,5,0,medium,0.81316,Left,5,127739,Sales,Edward J Bayley
264,D00-MN,0,0.974347,6,0,medium,0.0952601,Left,4,119262,Management,Ellie Trafton
234,D00-SS,0,0.904155,4,0,low,0.812239,Left,5,115113,Sales,Edward J Bayley
143,D00-PD,0,0.495137,2,0,medium,0.406693,Left,3,124571,Product,Darcy Staines
261,D00-SS,0,1,4,0,low,0.85237,Left,5,118056,Sales,Edward J Bayley
145,D00-SS,0,0.411343,2,0,low,0.471035,Left,3,113282,Sales,Edward J Bayley
137,D00-SP,0,0.464307,2,0,medium,0.403111,Left,3,116960,Support,Amelia Westray
146,D00-ENG,0,0.46053,2,0,low,0.406282,Left,3,116368,Engineering,Sushant Raghunathan K
150,D00-SP,0,0.575729,2,0,low,0.450503,Left,3,121554,Support,Amelia Westray
131,D00-PD,0,0.536088,2,0,medium,0.352269,Left,3,117603,Product,Darcy Staines
258,D00-SS,0,0.920163,4,0,low,0.72341,Left,5,115267,Sales,Edward J Bayley
270,D00-SS,0,0.909934,7,0,medium,0.0517013,Left,4,113669,Sales,Edward J Bayley
135,D00-SS,0,0.706105,2,0,medium,0.499393,Left,3,129114,Sales,Edward J Bayley
154,D00-MT,0,0.54732,2,0,low,0.341206,Left,3,120050,Marketing,Reuben Swann
278,D00-MT,0,0.926705,6,0,low,0.0827608,Left,4,118379,Marketing,Reuben Swann
157,D00-SS,0,0.488374,2,0,low,0.395209,Left,3,116933,Sales,Edward J Bayley
146,D00-SS,0,0.538799,2,0,medium,0.433319,Left,3,110270,Sales,Edward J Bayley
135,D00-SS,0,0.433956,2,0,low,0.497914,Left,3,126761,Sales,Edward J Bayley
288,D00-SS,0,0.957168,7,0,high,0.168122,Left,4,114814,Sales,Edward J Bayley
133,D00-ENG,0,0.887411,7,0,low,0.292617,Left,5,115394,Engineering,Sushant Raghunathan K
160,D00-SP,0,0.448126,2,0,low,0.368018,Left,3,129099,Support,Amelia Westray
156,D00-ENG,0,0.449717,2,0,low,0.486765,Left,3,121571,Engineering,Sushant Raghunathan K
161,D00-ENG,0,0.521826,5,0,high,0.629335,Left,5,128123,Engineering,Sushant Raghunathan K
156,D00-ENG,0,0.536031,2,0,high,0.446478,Left,3,129217,Engineering,Sushant Raghunathan K
282,D00-SS,0,0.875427,6,0,low,0.0659081,Left,4,116247,Sales,Edward J Bayley
248,D00-MN,0,0.899684,5,0,low,0.678316,Left,4,115974,Management,Ellie Trafton
291,D00-SP,0,0.847397,7,0,medium,0.0642483,Left,4,114033,Support,Amelia Westray
149,D00-PD,0,0.557466,2,0,low,0.448595,Left,3,128373,Product,Darcy Staines
143,D00-ENG,0,0.506786,2,0,low,0.413923,Left,3,111371,Engineering,Sushant Raghunathan K
250,D00-IT,0,0.898527,5,0,medium,0.157042,Left,4,113981,IT,Henry Adey
256,D00-SP,0,0.931835,6,0,low,0.0671322,Left,4,128611,Support,Amelia Westray
264,D00-MT,0,0.99358,4,0,low,0.893411,Left,5,118087,Marketing,Reuben Swann
132,D00-MT,0,0.407653,2,0,low,0.484727,Left,3,114418,Marketing,Reuben Swann
295,D00-ENG,0,0.840333,6,0,low,0.0494592,Left,5,121532,Engineering,Sushant Raghunathan K
247,D00-ENG,0,0.825741,6,0,low,0.16001,Left,4,118238,Engineering,Sushant Raghunathan K
144,D00-SP,0,0.485419,2,0,low,0.369904,Left,3,118596,Support,Amelia Westray
127,D00-MN,0,0.505856,2,0,low,0.42261,Left,3,128495,Management,Ellie Trafton
286,D00-MT,0,0.93342,6,0,low,0.123355,Left,4,115608,Marketing,Reuben Swann
154,D00-MT,0,0.711776,2,0,low,0.422225,Left,3,119142,Marketing,Reuben Swann
152,D00-SP,0,0.773194,6,0,low,0.1828,Left,2,115265,Support,Amelia Westray
310,D00-MT,0,0.838668,7,0,low,0.0767681,Left,5,120604,Marketing,Reuben Swann
308,D00-ENG,0,0.863263,7,0,medium,0.12435,Left,4,128124,Engineering,Sushant Raghunathan K
310,D00-SS,0,0.758872,6,0,medium,0.132345,Left,4,128067,Sales,Edward J Bayley
223,D00-PD,1,0.876794,5,0,medium,0.752437,Left,5,126024,Product,Darcy Staines
142,D00-FN,0,0.52061,2,0,medium,0.437514,Left,3,119499,Finance,Aanchal J
248,D00-ENG,0,0.820452,6,0,low,0.113851,Left,4,111611,Engineering,Sushant Raghunathan K
149,D00-ENG,0,0.733073,2,0,medium,0.420056,Left,3,111732,Engineering,Sushant Raghunathan K
154,D00-FN,0,0.459002,2,0,medium,0.4329,Left,3,113074,Finance,Aanchal J
289,D00-PD,0,0.831487,6,0,high,0.155129,Left,4,128826,Product,Darcy Staines
234,D00-PD,0,1,4,0,low,0.907487,Left,5,125971,Product,Darcy Staines
276,D00-FN,0,0.781091,7,0,low,0.0662763,Left,4,114399,Finance,Aanchal J
280,D00-PD,0,0.93287,6,0,medium,0.0616777,Left,4,127974,Product,Darcy Staines
237,D00-SP,0,1,4,0,medium,0.861585,Left,5,126540,Support,Amelia Westray
251,D00-SP,0,0.784065,6,0,low,0.137462,Left,4,125623,Support,Amelia Westray
127,D00-IT,0,0.510953,2,0,low,0.429386,Left,3,121329,IT,Henry Adey
155,D00-IT,0,0.726186,2,0,low,0.509007,Left,3,111007,IT,Henry Adey
261,D00-ENG,0,0.948738,4,0,medium,0.806825,Left,5,120729,Engineering,Sushant Raghunathan K
214,D00-ENG,0,0.501541,4,0,medium,0.267868,Left,4,122114,Engineering,Sushant Raghunathan K
128,D00-SP,0,0.567432,2,0,medium,0.382148,Left,3,127868,Support,Amelia Westray
302,D00-SS,0,0.840543,7,0,low,0.153479,Left,4,119191,Sales,Edward J Bayley
271,D00-IT,0,0.969304,6,0,low,0.172049,Left,4,118124,IT,Henry Adey
302,D00-SS,0,0.817194,7,0,low,0.161953,Left,4,128352,Sales,Edward J Bayley
152,D00-SS,0,0.706105,2,0,high,0.411355,Left,3,129988,Sales,Edward J Bayley
233,D00-PD,0,0.93701,5,0,medium,0.922457,Left,5,125174,Product,Darcy Staines
128,D00-FN,0,0.494089,2,0,low,0.369465,Left,3,113476,Finance,Aanchal J
206,D00-PD,0,0.914277,4,0,medium,0.813047,Left,4,114125,Product,Darcy Staines
245,D00-MN,0,0.981229,6,0,low,0.137476,Left,4,123589,Management,Ellie Trafton
293,D00-PD,0,0.803451,6,0,low,0.0695551,Left,4,110789,Product,Darcy Staines
127,D00-SS,1,0.448814,2,0,low,0.442646,Left,3,118584,Sales,Edward J Bayley
250,D00-SS,0,0.830253,6,0,low,0.0704708,Left,4,126826,Sales,Edward J Bayley
256,D00-SP,0,0.929747,5,0,low,0.730264,Left,5,114802,Support,Amelia Westray
306,D00-MT,0,0.927759,7,0,low,0.102589,Left,4,114723,Marketing,Reuben Swann
248,D00-MT,0,0.858713,6,0,low,0.162131,Left,4,116965,Marketing,Reuben Swann
275,D00-ENG,0,0.86616,4,0,low,0.845559,Left,5,110729,Engineering,Sushant Raghunathan K
142,D00-FN,0,0.542059,2,0,low,0.40865,Left,3,117552,Finance,Aanchal J
159,D00-PD,0,0.732204,2,0,low,0.377057,Left,3,121688,Product,Darcy Staines
128,D00-SS,0,0.442085,2,0,low,0.40464,Left,3,110839,Sales,Edward J Bayley
254,D00-SS,0,0.889745,4,0,low,0.84478,Left,5,118791,Sales,Edward J Bayley
301,D00-ENG,0,0.83035,6,0,low,0.0884688,Left,4,118955,Engineering,Sushant Raghunathan K
245,D00-ENG,0,0.932527,7,0,medium,0.0611736,Left,4,111330,Engineering,Sushant Raghunathan K
247,D00-SS,0,0.749683,6,0,low,0.13049,Left,4,124876,Sales,Edward J Bayley
134,D00-PD,0,0.446492,2,0,low,0.407119,Left,3,122233,Product,Darcy Staines
157,D00-SS,0,0.49767,2,0,low,0.428431,Left,3,113463,Sales,Edward J Bayley
147,D00-SS,0,0.706105,2,0,medium,0.418183,Left,3,123599,Sales,Edward J Bayley
143,D00-ENG,0,0.580674,2,0,medium,0.459354,Left,3,117106,Engineering,Sushant Raghunathan K
227,D00-MT,0,0.782428,5,0,low,0.677326,Left,4,126882,Marketing,Reuben Swann
245,D00-IT,0,0.978735,6,0,low,0.0532058,Left,4,127676,IT,Henry Adey
141,D00-SS,1,0.50939,2,0,medium,0.412376,Left,3,119732,Sales,Edward J Bayley
134,D00-PD,0,0.527598,2,0,low,0.509932,Left,3,128935,Product,Darcy Staines
262,D00-ENG,1,0.88597,6,0,low,0.0672993,Left,5,118263,Engineering,Sushant Raghunathan K
138,D00-PD,0,0.552711,2,0,medium,0.431337,Left,3,110829,Product,Darcy Staines
145,D00-FN,0,0.438441,2,0,medium,0.472382,Left,3,127146,Finance,Aanchal J
146,D00-PD,0,0.434149,2,0,high,0.397812,Left,3,126987,Product,Darcy Staines
234,D00-MT,0,0.95712,5,0,medium,0.882994,Left,5,128144,Marketing,Reuben Swann
146,D00-IT,0,0.500733,2,0,low,0.389747,Left,3,121339,IT,Henry Adey
147,D00-SS,0,0.525219,2,0,low,0.432658,Left,3,114563,Sales,Edward J Bayley
310,D00-PD,0,0.747032,7,0,medium,0.164127,Left,4,128947,Product,Darcy Staines
128,D00-SS,0,0.44042,2,0,low,0.460114,Left,3,113005,Sales,Edward J Bayley
297,D00-PD,0,0.838138,6,0,low,0.117561,Left,4,111344,Product,Darcy Staines
154,D00-IT,0,0.619474,2,0,low,0.43845,Left,3,111397,IT,Henry Adey
129,D00-PD,0,0.524446,2,0,low,0.394204,Left,3,110719,Product,Darcy Staines
238,D00-ENG,0,0.849635,5,0,high,0.803646,Left,5,122257,Engineering,Sushant Raghunathan K
218,D00-ENG,0,0.950423,5,0,medium,0.858818,Left,5,127241,Engineering,Sushant Raghunathan K
141,D00-ENG,0,0.490928,2,0,medium,0.424681,Left,3,127970,Engineering,Sushant Raghunathan K
139,D00-ENG,0,0.536879,2,0,low,0.508276,Left,3,111787,Engineering,Sushant Raghunathan K
183,D00-SP,0,0.893938,3,0,low,0.712701,Left,5,110574,Support,Amelia Westray
152,D00-SS,0,0.50612,2,0,low,0.513169,Left,3,119332,Sales,Edward J Bayley
161,D00-SS,0,0.483513,2,0,low,0.416761,Left,3,122385,Sales,Edward J Bayley
140,D00-SS,0,0.401324,2,0,medium,0.34616,Left,3,115973,Sales,Edward J Bayley
156,D00-SS,0,0.558558,2,0,medium,0.422216,Left,3,127086,Sales,Edward J Bayley
127,D00-IT,0,0.726186,2,0,low,0.39791,Left,3,126770,IT,Henry Adey
146,D00-SS,0,0.531577,2,0,low,0.401954,Left,3,114705,Sales,Edward J Bayley
128,D00-SS,0,0.478651,2,0,medium,0.498348,Left,3,124932,Sales,Edward J Bayley
255,D00-SS,0,1,4,0,low,0.750633,Left,6,114088,Sales,Edward J Bayley
304,D00-ENG,0,0.788649,6,0,medium,0.0559879,Left,5,125197,Engineering,Sushant Raghunathan K
221,D00-SS,0,1,5,0,medium,0.928915,Left,6,118704,Sales,Edward J Bayley
275,D00-PD,0,0.729917,5,0,medium,0.0695843,Left,4,113457,Product,Darcy Staines
195,D00-SP,0,0.652471,5,0,low,0.909135,Left,6,120909,Support,Amelia Westray
266,D00-FN,0,0.867264,5,0,medium,0.827304,Left,5,118114,Finance,Aanchal J
281,D00-SP,0,0.742634,6,0,medium,0.152111,Left,4,110177,Support,Amelia Westray
131,D00-IT,0,0.726186,2,0,low,0.439144,Left,3,125329,IT,Henry Adey
260,D00-SS,0,0.943018,6,0,low,0.0936987,Left,4,120117,Sales,Edward J Bayley
219,D00-ENG,1,1,5,0,low,0.847633,Left,6,115200,Engineering,Sushant Raghunathan K
258,D00-SS,0,0.899201,2,0,low,0.651953,Left,5,122045,Sales,Edward J Bayley
133,D00-ENG,0,0.805107,7,0,low,0.324087,Left,5,116166,Engineering,Sushant Raghunathan K
158,D00-SP,0,0.734583,2,0,low,0.439649,Left,3,127062,Support,Amelia Westray
155,D00-ENG,0,0.503013,2,0,medium,0.372967,Left,3,128975,Engineering,Sushant Raghunathan K
226,D00-SP,0,0.734583,3,0,medium,0.838737,Left,2,120939,Support,Amelia Westray
137,D00-MT,0,0.559695,2,0,low,0.445707,Left,3,124777,Marketing,Reuben Swann
130,D00-IT,0,0.460132,2,0,low,0.406635,Left,3,126493,IT,Henry Adey
141,D00-MN,0,0.566962,2,0,low,0.420561,Left,3,115192,Management,Ellie Trafton
159,D00-IT,0,0.5566,2,0,medium,0.477332,Left,3,110642,IT,Henry Adey
253,D00-SS,0,0.451022,2,0,low,0.641925,Left,3,129238,Sales,Edward J Bayley
249,D00-ENG,0,0.836039,5,0,medium,0.519995,Left,4,115339,Engineering,Sushant Raghunathan K
142,D00-PD,0,0.588657,2,0,medium,0.425179,Left,3,115607,Product,Darcy Staines
150,D00-ENG,0,0.473986,2,0,medium,0.372688,Left,3,118195,Engineering,Sushant Raghunathan K
139,D00-PD,0,0.566975,2,0,low,0.463845,Left,3,115401,Product,Darcy Staines
130,D00-PD,0,0.437135,2,0,low,0.423059,Left,3,123949,Product,Darcy Staines
135,D00-PD,0,0.48789,2,0,low,0.343576,Left,3,129869,Product,Darcy Staines
136,D00-PD,0,0.454795,2,0,medium,0.421197,Left,3,114941,Product,Darcy Staines
286,D00-PD,0,0.813922,7,0,low,0.0777776,Left,4,128882,Product,Darcy Staines
305,D00-MT,0,0.867816,6,0,low,0.100272,Left,4,116101,Marketing,Reuben Swann
130,D00-SS,0,0.706105,2,0,low,0.342857,Left,3,110320,Sales,Edward J Bayley
189,D00-SS,0,0.966247,6,0,low,0.70476,Left,2,124898,Sales,Edward J Bayley
262,D00-PD,0,1,5,0,medium,0.75766,Left,5,113425,Product,Darcy Staines
245,D00-SS,0,0.95369,5,0,low,0.86811,Left,5,112950,Sales,Edward J Bayley
253,D00-SS,0,0.478957,2,0,low,0.565165,Left,3,110391,Sales,Edward J Bayley
129,D00-ENG,0,0.449494,2,0,medium,0.383214,Left,3,119589,Engineering,Sushant Raghunathan K
152,D00-SS,0,0.53984,2,0,medium,0.402089,Left,3,126413,Sales,Edward J Bayley
263,D00-ENG,0,0.498371,7,0,medium,0.54382,Left,4,116274,Engineering,Sushant Raghunathan K
217,D00-SS,0,0.871667,5,0,high,0.801875,Left,5,119743,Sales,Edward J Bayley
149,D00-ENG,0,0.733073,2,0,low,0.456741,Left,3,111315,Engineering,Sushant Raghunathan K
143,D00-SP,0,0.583223,2,0,low,0.477948,Left,3,112983,Support,Amelia Westray
143,D00-ENG,0,0.485207,2,0,medium,0.446416,Left,3,113630,Engineering,Sushant Raghunathan K
251,D00-ENG,0,0.871964,6,0,medium,0.17638,Left,4,116158,Engineering,Sushant Raghunathan K
146,D00-SS,0,0.604622,2,0,medium,0.347218,Left,3,122628,Sales,Edward J Bayley
226,D00-ENG,1,0.867306,4,0,medium,0.968214,Left,6,117302,Engineering,Sushant Raghunathan K
264,D00-SP,0,0.820506,4,0,low,0.849861,Left,6,120743,Support,Amelia Westray
305,D00-ENG,0,0.897982,6,0,low,0.124109,Left,4,111087,Engineering,Sushant Raghunathan K
243,D00-IT,0,0.83873,5,0,low,0.887896,Left,5,110454,IT,Henry Adey
137,D00-ENG,0,0.733073,2,0,low,0.367398,Left,3,121517,Engineering,Sushant Raghunathan K
253,D00-MT,0,0.873804,4,0,low,0.83453,Left,6,120169,Marketing,Reuben Swann
157,D00-FN,0,0.537781,2,0,low,0.473153,Left,3,111261,Finance,Aanchal J
146,D00-SS,0,0.539269,2,0,medium,0.355502,Left,3,125502,Sales,Edward J Bayley
135,D00-ENG,0,0.451192,2,0,low,0.391652,Left,3,118951,Engineering,Sushant Raghunathan K
283,D00-IT,0,0.9165,6,0,low,0.088951,Left,5,125467,IT,Henry Adey
255,D00-MN,0,0.837547,4,0,low,0.783021,Left,5,113728,Management,Ellie Trafton
223,D00-FN,0,0.958674,4,0,medium,0.797932,Left,5,114090,Finance,Aanchal J
237,D00-SP,0,0.850733,4,0,low,0.817385,Left,5,113668,Support,Amelia Westray
280,D00-SP,0,0.93927,6,0,low,0.166693,Left,4,117582,Support,Amelia Westray
156,D00-MN,0,0.618388,2,0,low,0.406655,Left,3,119602,Management,Ellie Trafton
275,D00-SS,0,0.90488,5,0,low,0.926183,Left,5,120986,Sales,Edward J Bayley
301,D00-SP,0,0.734583,3,0,low,0.277116,Left,3,112614,Support,Amelia Westray
147,D00-SP,0,0.557668,2,0,low,0.43712,Left,3,116891,Support,Amelia Westray
143,D00-ENG,0,0.733073,2,0,low,0.381818,Left,3,114149,Engineering,Sushant Raghunathan K
161,D00-IT,0,0.532664,2,0,medium,0.360608,Left,3,114986,IT,Henry Adey
145,D00-IT,0,0.568604,2,0,medium,0.327431,Left,3,110215,IT,Henry Adey
261,D00-SS,0,1,4,0,low,0.83059,Left,5,115532,Sales,Edward J Bayley
152,D00-PD,1,0.552758,2,0,low,0.418746,Left,3,127827,Product,Darcy Staines
289,D00-SP,1,0.888335,6,0,low,0.0599565,Left,4,120229,Support,Amelia Westray
270,D00-ENG,0,0.618237,4,0,low,0.514159,Left,4,113640,Engineering,Sushant Raghunathan K
267,D00-SS,0,0.929552,4,0,medium,0.814208,Left,5,114510,Sales,Edward J Bayley
249,D00-IT,0,0.964486,4,0,low,0.714625,Left,5,126675,IT,Henry Adey
295,D00-PD,0,0.814166,6,0,medium,0.137756,Left,4,117123,Product,Darcy Staines
130,D00-SS,0,0.606759,2,0,medium,0.367874,Left,3,111680,Sales,Edward J Bayley
290,D00-FN,0,0.856038,6,0,medium,0.0855532,Left,4,115870,Finance,Aanchal J
267,D00-ENG,0,0.931001,5,0,medium,0.793012,Left,5,123919,Engineering,Sushant Raghunathan K
227,D00-ENG,0,0.99131,5,0,medium,0.865861,Left,5,129934,Engineering,Sushant Raghunathan K
143,D00-ENG,0,0.521471,2,0,medium,0.497733,Left,3,112115,Engineering,Sushant Raghunathan K
271,D00-SS,0,0.569061,5,0,high,0.272975,Left,5,123658,Sales,Edward J Bayley
147,D00-PD,0,0.732204,2,0,medium,0.519898,Left,3,118609,Product,Darcy Staines
269,D00-ENG,0,0.850593,5,0,low,0.867819,Left,5,113717,Engineering,Sushant Raghunathan K
274,D00-SS,0,0.829513,5,0,low,0.832175,Left,5,112505,Sales,Edward J Bayley
305,D00-FN,0,0.845605,6,0,medium,0.102882,Left,4,117101,Finance,Aanchal J
264,D00-IT,0,0.922782,7,0,medium,0.11524,Left,4,122239,IT,Henry Adey
154,D00-FN,0,0.46285,2,0,medium,0.435523,Left,3,119625,Finance,Aanchal J
132,D00-PD,0,0.523718,2,0,low,0.489428,Left,3,114020,Product,Darcy Staines
309,D00-SP,0,0.885049,6,0,low,0.0536462,Left,4,123144,Support,Amelia Westray
130,D00-ENG,0,0.467586,2,0,low,0.466757,Left,3,113895,Engineering,Sushant Raghunathan K
153,D00-SS,1,0.496785,2,0,low,0.367253,Left,3,114826,Sales,Edward J Bayley
287,D00-ENG,0,0.951416,6,0,medium,0.105027,Left,4,113245,Engineering,Sushant Raghunathan K
145,D00-SS,0,0.503117,2,0,medium,0.413635,Left,3,121809,Sales,Edward J Bayley
127,D00-IT,0,0.47109,2,0,medium,0.374916,Left,3,127936,IT,Henry Adey
138,D00-FN,1,0.514723,2,0,medium,0.405121,Left,3,111917,Finance,Aanchal J
151,D00-SP,0,0.610635,2,0,low,0.4686,Left,3,114459,Support,Amelia Westray
278,D00-SS,0,0.777881,7,0,low,0.114725,Left,4,120823,Sales,Edward J Bayley
136,D00-SS,0,0.422089,2,0,medium,0.454702,Left,3,122740,Sales,Edward J Bayley
134,D00-SS,0,0.553744,2,0,low,0.404224,Left,3,129289,Sales,Edward J Bayley
285,D00-FN,0,0.758954,6,0,medium,0.110781,Left,4,118697,Finance,Aanchal J
235,D00-PD,0,0.98629,5,0,low,0.718373,Left,5,125730,Product,Darcy Staines
153,D00-SS,0,0.480687,2,0,medium,0.373102,Left,3,126738,Sales,Edward J Bayley
140,D00-SS,0,0.522995,2,0,medium,0.356193,Left,3,114334,Sales,Edward J Bayley
235,D00-FN,0,1,5,0,low,0.765739,Left,5,126146,Finance,Aanchal J
295,D00-PD,0,0.795973,6,0,medium,0.0807109,Left,4,117871,Product,Darcy Staines
234,D00-ENG,0,1,5,0,medium,0.825172,Left,5,125473,Engineering,Sushant Raghunathan K
244,D00-SP,0,0.774991,4,0,low,0.530444,Left,3,129745,Support,Amelia Westray
291,D00-PD,0,0.622736,6,0,medium,0.192476,Left,5,127810,Product,Darcy Staines
244,D00-SS,0,0.804527,5,0,low,0.785472,Left,5,122032,Sales,Edward J Bayley
147,D00-SP,0,0.435418,2,0,low,0.461002,Left,3,119818,Support,Amelia Westray
132,D00-ENG,0,0.500236,2,0,low,0.3148,Left,3,115531,Engineering,Sushant Raghunathan K
254,D00-SS,0,0.912609,7,0,medium,0.133507,Left,4,111160,Sales,Edward J Bayley
158,D00-ENG,0,0.563874,2,0,low,0.437327,Left,3,113516,Engineering,Sushant Raghunathan K
155,D00-SS,0,0.526109,2,0,low,0.399073,Left,3,122756,Sales,Edward J Bayley
257,D00-ENG,0,0.905538,5,0,low,0.802643,Left,5,112987,Engineering,Sushant Raghunathan K
127,D00-IT,0,0.605935,2,0,low,0.461318,Left,3,119568,IT,Henry Adey
154,D00-SP,0,0.592418,2,0,low,0.379845,Left,3,125032,Support,Amelia Westray
257,D00-SS,0,0.97522,6,0,low,0.07918,Left,4,114595,Sales,Edward J Bayley
282,D00-SP,0,0.844233,7,0,low,0.162284,Left,4,117086,Support,Amelia Westray
264,D00-PD,0,0.97233,4,0,medium,0.896532,Left,6,114843,Product,Darcy Staines
292,D00-SP,0,0.992185,6,0,medium,0.101204,Left,4,126283,Support,Amelia Westray
138,D00-SS,0,0.453185,2,0,low,0.441589,Left,3,113733,Sales,Edward J Bayley
129,D00-TP,0,0.7288275,2,0,low,0.652394,Left,3,128152,Temp,Micheal Zachrey
158,D00-FN,0,0.553849,2,0,medium,0.454897,Left,3,120058,Finance,Aanchal J
152,D00-PD,0,0.481058,2,0,medium,0.392202,Left,3,116049,Product,Darcy Staines
264,D00-ENG,0,0.801685,5,0,medium,0.814361,Left,6,122627,Engineering,Sushant Raghunathan K
228,D00-SS,0,0.914964,5,0,high,0.771225,Left,5,128154,Sales,Edward J Bayley
145,D00-PD,0,0.732204,2,0,medium,0.346108,Left,3,125209,Product,Darcy Staines
308,D00-ENG,0,0.840991,7,0,medium,0.0563583,Left,4,119382,Engineering,Sushant Raghunathan K
148,D00-SS,0,0.50702,2,0,low,0.373005,Left,3,122659,Sales,Edward J Bayley
282,D00-ENG,0,0.800502,6,0,medium,0.0943704,Left,4,115557,Engineering,Sushant Raghunathan K
286,D00-IT,0,0.891435,6,0,medium,0.064814,Left,4,117054,IT,Henry Adey
262,D00-SS,0,0.843351,5,0,medium,0.783404,Left,6,121697,Sales,Edward J Bayley
149,D00-SS,0,0.730047,4,0,medium,0.373506,Left,3,122105,Sales,Edward J Bayley
264,D00-ENG,0,0.822384,6,0,low,0.160406,Left,4,119988,Engineering,Sushant Raghunathan K
260,D00-SP,0,0.969546,6,0,low,0.0639622,Left,4,117144,Support,Amelia Westray
247,D00-SS,0,0.760918,6,0,low,0.110168,Left,4,113627,Sales,Edward J Bayley
136,D00-IT,0,0.533489,2,0,medium,0.4825,Left,3,121923,IT,Henry Adey
205,D00-MT,0,0.667668,3,0,low,0.418265,Left,4,111899,Marketing,Reuben Swann
227,D00-SS,0,0.813624,5,0,low,0.724259,Left,5,122814,Sales,Edward J Bayley
244,D00-ENG,0,0.794261,6,0,medium,0.0673571,Left,4,129332,Engineering,Sushant Raghunathan K
233,D00-SS,0,0.941621,4,0,low,0.884497,Left,5,127508,Sales,Edward J Bayley
127,D00-MN,0,0.7413715,2,0,medium,0.438004,Left,3,129775,Management,Ellie Trafton
251,D00-ENG,0,0.79356,6,0,low,0.104539,Left,4,111177,Engineering,Sushant Raghunathan K
271,D00-ENG,0,0.799375,6,0,medium,0.144235,Left,4,122441,Engineering,Sushant Raghunathan K
130,D00-SS,0,0.474438,2,0,low,0.347084,Left,3,118418,Sales,Edward J Bayley
168,D00-SS,0,0.930474,2,0,medium,0.87201,Left,2,128874,Sales,Edward J Bayley
301,D00-SS,1,0.838646,6,0,medium,0.122599,Left,4,120172,Sales,Edward J Bayley
282,D00-ENG,0,0.861069,7,0,low,0.128226,Left,5,123575,Engineering,Sushant Raghunathan K
286,D00-SS,0,0.874473,7,0,low,0.109763,Left,4,111342,Sales,Edward J Bayley
235,D00-PD,0,0.949508,6,0,low,0.364747,Left,5,123490,Product,Darcy Staines
